"TAG","TEXT"
"section","-A A +A Research & Consultancy Overview Research Groups Sponsored Research In-House Projects Consultancy Advance Manufacturing Lab Norms and Forms Contacts Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Courses and Conferences Courses S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014 Workshop S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013 Conference S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014"
"a","-A"
"sup","-"
"a","A"
"a","+A"
"sup","+"
"h3","Research & Consultancy"
"span","Research & Consultancy"
"ul","Overview Research Groups Sponsored Research In-House Projects Consultancy Advance Manufacturing Lab Norms and Forms Contacts"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","In-House Projects"
"a","In-House Projects"
"li","Consultancy"
"a","Consultancy"
"li","Advance Manufacturing Lab"
"a","Advance Manufacturing Lab"
"li","Norms and Forms"
"a","Norms and Forms"
"li","Contacts"
"a","Contacts"
"p","Quick Links"
"a","Quick Links"
"nav","Alumni Central Library TEQIP III Admissions Placement Tenders"
"ul","Alumni Central Library TEQIP III Admissions Placement Tenders"
"li","Alumni"
"a","Alumni"
"li","Central Library"
"a","Central Library"
"li","TEQIP III"
"a","TEQIP III"
"li","Admissions"
"a","Admissions"
"li","Placement"
"a","Placement"
"li","Tenders"
"a","Tenders"
"a","Close modal"
"p","Courses"
"strong","Courses"
"u","Courses"
"table","S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014"
"tbody","S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014"
"tr","S.No Name of Course Name of the Coordinator Deptt. Duration"
"td","S.No"
"p","S.No"
"strong","S.No"
"td","Name of Course"
"p","Name of Course"
"strong","Name of Course"
"td","Name of the Coordinator"
"p","Name of the Coordinator"
"strong","Name of the Coordinator"
"td","Deptt."
"p","Deptt."
"strong","Deptt."
"td","Duration"
"p","Duration"
"strong","Duration"
"tr","1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010"
"td","1"
"p","1"
"td","Six Sigma & Research Methodology"
"p","Six Sigma & Research Methodology"
"td","Prof. P. S. Satsangi"
"p","Prof. P. S. Satsangi"
"td","Mechanical"
"p","Mechanical"
"td","20/12/2010 to 24/12/2010"
"p","20/12/2010 to 24/12/2010"
"tr","2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010"
"td","2"
"p","2"
"td","Design of Embedded Systems"
"p","Design of Embedded Systems"
"td","Prof. Neelu Jain"
"p","Prof. Neelu Jain"
"td","E&EC"
"p","E&EC"
"td","4/6/2010 to 5/6/2010"
"p","4/6/2010 to"
"p","5/6/2010"
"tr","3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012"
"td","3"
"p","3"
"td","Refresher Course in �Mechanical Engineering�"
"p","Refresher Course in �Mechanical Engineering�"
"td","Prof. Sushant Samir"
"p","Prof. Sushant Samir"
"td","Mechanical"
"p","Mechanical"
"td","29/12/2011 to 11/01/2012"
"p","29/12/2011 to"
"p","11/01/2012"
"tr","4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012"
"td","4"
"p","4"
"td","Flights Mechanics & Recent Developments"
"p","Flights Mechanics & Recent Developments"
"td","Prof. Rakesh Kumar"
"p","Prof. Rakesh Kumar"
"td","Aeronautical"
"p","Aeronautical"
"td","3/12/2012 to 07/12/2012"
"p","3/12/2012 to 07/12/2012"
"tr","5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012"
"td","5"
"p","5"
"td","Faculty Development progremme with INFOSYS"
"p","Faculty Development progremme with INFOSYS"
"td","Prof. Sanjeev Sofat"
"p","Prof. Sanjeev Sofat"
"td","CS&E"
"p","CS&E"
"td","12/9/2012 to 14/9/2012"
"p","12/9/2012 to"
"p","14/9/2012"
"tr","6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013"
"td","6"
"p","6"
"td","Short Term Course on Applications of PLC in Mechatronics"
"p","Short Term Course on Applications of PLC in Mechatronics"
"td","Prof. Balwinder Singh"
"p","Prof. Balwinder Singh"
"td","Electrical"
"p","Electrical"
"td","7/1/2013 to 11/1/2013"
"p","7/1/2013 to 11/1/2013"
"tr","7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E"
"td","7"
"p","7"
"td","Industry �Institute interaction on CSE Programming ( E-Waste Management)"
"p","Industry �Institute interaction on CSE Programming"
"p","( E-Waste Management)"
"td","Porf. Sanjeev Sofat"
"p","Porf. Sanjeev Sofat"
"td","CS&E"
"p","CS&E"
"tr","8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014"
"td","8"
"p","8"
"td","Value Engineering Module - 1"
"p","Value Engineering Module - 1"
"td","Prof. R.M Belokar"
"p","Prof. R.M Belokar"
"td","Production"
"p","Production"
"td","14/07/2014 to 18/07/2014"
"p","14/07/2014 to 18/07/2014"
"p","Workshop"
"strong","Workshop"
"u","Workshop"
"table","S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013"
"tbody","S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013"
"tr","S.No Name of Workshop Name of the Coordinator Deptt. Duration"
"td","S.No"
"p","S.No"
"strong","S.No"
"td","Name of Workshop"
"p","Name of Workshop"
"strong","Name of Workshop"
"td","Name of the Coordinator"
"p","Name of the Coordinator"
"strong","Name of the Coordinator"
"td","Deptt."
"p","Deptt."
"strong","Deptt."
"td","Duration"
"p","Duration"
"strong","Duration"
"tr","1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012"
"td","1"
"p","1"
"td","Advance Techniques for Material Characterization"
"p","Advance Techniques for Material Characterization"
"td","Prof. Uma Batra"
"p","Prof. Uma Batra"
"td","Metallurgy"
"p","Metallurgy"
"td","06/11/2012"
"p","06/11/2012"
"tr","2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012"
"td","2"
"p","2"
"td","One Workshop on Enhancement of R&D Activities"
"p","One Workshop on Enhancement of R&D Activities"
"td","Prof. P.S Satsangi"
"p","Prof. P.S Satsangi"
"td","Aeronautical"
"p","Aeronautical"
"td","30/11/2012"
"p","30/11/2012"
"tr","3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013"
"td","3"
"p","3"
"td","The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum"
"p","The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum"
"td","Prof. Sucheta"
"p","Prof. Sucheta"
"td","Applied Science"
"p","Applied Science"
"td","23/03/2013"
"p","23/03/2013"
"tr","4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013"
"td","4"
"p","4"
"td","Design and Simulation of Photonic Communication System"
"p","Design and Simulation of Photonic Communication System"
"td","Prof. Neelam R. Prakash Prof. Neena Gupta"
"p","Prof. Neelam R. Prakash"
"p","Prof. Neena Gupta"
"td","E&EC"
"p","E&EC"
"td","25/01/2013"
"p","25/01/2013"
"tr","5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013"
"td","5"
"p","5"
"td","Photonics System and Network Design"
"p","Photonics System and Network Design"
"td","Prof. Neelam R. Prakash Prof. Neena Gupta"
"p","Prof. Neelam R. Prakash"
"p","Prof. Neena Gupta"
"td","E&EC"
"p","E&EC"
"td","06/02/2013"
"p","06/02/2013"
"tr","6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013"
"td","6"
"p","6"
"td","Recent Trends in Renewal Energy Sources"
"p","Recent Trends in Renewal Energy Sources"
"td","Prof. Tarlochan kaur"
"p","Prof. Tarlochan kaur"
"td","Electrical"
"p","Electrical"
"td","13/03/2013"
"p","13/03/2013"
"tr","7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013"
"td","7"
"p","7"
"td","Quality Management System in Tube Manufacturing"
"p","Quality Management System in Tube Manufacturing"
"td","Prof. Uma Batra"
"p","Prof. Uma Batra"
"td","Metallurgy"
"p","Metallurgy"
"td","08/03/2013"
"p","08/03/2013"
"tr","8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013"
"td","8"
"p","8"
"td","Development in Renewal Energy Sources"
"p","Development in Renewal Energy Sources"
"td","Prof. Balwinder Singh"
"p","Prof. Balwinder Singh"
"td","Electrical"
"p","Electrical"
"td","27/02/2013 to 01/03/2013"
"p","27/02/2013 to 01/03/2013"
"p","Conference"
"strong","Conference"
"u","Conference"
"table","S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014"
"tbody","S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014"
